leaf.id	leaf.tx	plant.tx	log.avg.g	n.doublings	doublings.day	r
6.5	s11	1	4.724524109	9.050673182	1.50844553	0.4540873515
6.6	s12	3	9.983237615	26.51974132	4.419956887	1.330539602
6.6	s02	3	6.865370721	16.16241169	2.693735282	0.8108951201
6.6	s05	3	6.852473269	16.11956728	2.686594547	0.8087455449
6.6	s10	3	6.650360664	15.44816374	2.574693957	0.7750601106
6.6	s04	3	5.968008379	13.18143852	2.196906419	0.6613347299
6.6	s07	3	5.685768548	12.24385809	2.040643015	0.614294758
6.6	s08	3	5.666982952	12.18145369	2.030242282	0.6111638254
6.6	s09	3	5.287656463	10.92135837	1.820226395	0.5479427438
6.6	s06	3	4.49268396	8.280516878	1.380086146	0.4154473267
7.4	s02	2	7.388503046	17.90021966	2.983369943	0.898083841
7.4	s05	2	7.203444674	17.28546905	2.880911509	0.8672407791
7.4	s10	2	6.250791304	14.12082306	2.35347051	0.7084652173
7.4	s04	2	6.19881729	13.94816912	2.324694854	0.6998028817
7.4	s06	2	4.976610344	9.88808553	1.648014255	0.496101724
7.4	s11	2	4.909308726	9.664514392	1.610752399	0.4848847876
7.4	s07	2	4.436074169	8.092463222	1.34874387	0.4060123614
8.5	s03	2	10.3077048	27.59759798	4.599599663	1.384617467
8.5	s12	2	10.02698087	26.66505327	4.444175545	1.337830145
8.5	s02	2	6.659046249	15.47701663	2.579502772	0.7765077082
8.5	s10	2	6.327202954	14.37465706	2.395776177	0.7212004923
8.5	s04	2	6.256758	14.14064399	2.356773999	0.7094596666
8.5	s05	2	5.5756548	11.87806814	1.979678023	0.5959424667
8.5	s06	2	5.335170059	11.07919512	1.84653252	0.5558616765
8.5	s08	2	4.988828452	9.928673205	1.654778868	0.4981380753
8.5	s07	2	4.972371469	9.874004291	1.645667382	0.4953952448
8.5	s01	2	4.896550179	9.622131419	1.60368857	0.4827583632
8.5	s11	2	4.760307349	9.169542532	1.528257089	0.4600512248
8.5	s09	2	4.496118565	8.291926389	1.381987731	0.4160197608
8.6	s03	3	9.825383427	25.99536106	4.332560176	1.304230571
8.6	s12	3	8.544268534	21.7395895	3.623264917	1.090711422
8.6	s05	3	7.522980347	18.34694358	3.05782393	0.9204967244
8.6	s04	3	6.743209389	15.75660053	2.626100088	0.7905348982
8.6	s01	3	6.504011882	14.96200361	2.493667268	0.750668647
8.6	s02	3	6.388548412	14.57844226	2.429740377	0.7314247353
8.6	s10	3	5.819730722	12.6888708	2.1148118	0.6366217871
8.6	s06	3	5.41574059	11.34684463	1.891140772	0.5692900983
8.6	s11	3	5.136051355	10.4177371	1.736289517	0.5226752259
8.6	s07	3	4.709882909	9.002036171	1.500339362	0.4516471516
8.6	s08	3	4.562249437	8.511608391	1.418601399	0.4270415729
12.1	s12	3	7.514624873	18.3191873	3.053197883	0.9191041455
12.1	s03	3	6.763596723	15.82432579	2.637387631	0.7939327872
12.1	s05	3	6.730551031	15.71455037	2.619091729	0.7884251718
12.1	s01	3	6.165579296	13.8377549	2.306292483	0.6942632161
12.1	s04	3	5.88426151	12.90323744	2.150539573	0.6473769183
12.1	s10	3	5.64859602	12.12037363	2.020062271	0.6080993367
12.1	s07	3	5.640694914	12.09412672	2.015687787	0.6067824857
12.1	s11	3	5.483048623	11.57043708	1.92840618	0.5805081039
12.1	s02	3	5.098498823	10.29299029	1.715498382	0.5164164704
12.1	s06	3	5.041351812	10.10315203	1.683858672	0.5068919687
12.1	s08	3	4.7583346	9.162989202	1.527164867	0.4597224333
12.1	s09	3	4.403318337	7.983650705	1.330608451	0.4005530562
12.3	s10	3	7.569280112	18.50074807	3.083458012	0.928213352
12.3	s05	3	7.198897311	17.27036304	2.87839384	0.8664828851
12.3	s01	3	6.557507484	15.13971216	2.523285359	0.7595845807
12.3	s04	3	6.535270605	15.06584284	2.510973807	0.7558784342
12.3	s12	3	6.305921538	14.30396173	2.383993622	0.7176535897
12.3	s03	3	6.229169962	14.04899851	2.341499752	0.7048616603
12.3	s09	3	6.207552276	13.97718612	2.329531019	0.7012587127
12.3	s08	3	6.162089345	13.82616153	2.304360255	0.6936815575
12.3	s07	3	5.758362975	12.48501156	2.08083526	0.6263938292
12.3	s02	3	5.115690243	10.35009895	1.725016492	0.5192817072
12.3	s06	3	4.908870112	9.663057348	1.610509558	0.4848116853
12.3	s11	3	4.583670752	8.582768458	1.43046141	0.430611792
12.4	s12	3	10.13089014	27.0102324	4.5017054	1.355148357
12.4	s05	3	7.294219702	17.58701717	2.931169528	0.8823699503
12.4	s03	3	6.998074079	16.6032427	2.767207117	0.8330123465
12.4	s10	3	6.919373513	16.34180508	2.72363418	0.8198955855
12.4	s01	3	6.489818644	14.9148547	2.485809116	0.7483031074
12.4	s04	3	6.358991306	14.48025568	2.413375947	0.7264985509
12.4	s02	3	6.164436248	13.83395777	2.305659629	0.6940727081
12.4	s07	3	5.908862277	12.98495942	2.164159903	0.6514770462
12.4	s09	3	5.53966068	11.75849826	1.95974971	0.5899434467
12.4	s11	3	5.276328336	10.88372715	1.813954525	0.5460547227
12.4	s06	3	5.035183445	10.08266116	1.680443526	0.5058639074
12.4	s08	3	4.608814389	8.666293812	1.444382302	0.4348023981
12.5	s12	1	9.875082449	26.16045764	4.360076273	1.312513742
12.5	s03	1	9.008243019	23.28087938	3.880146563	1.168040503
12.5	s05	1	7.157774922	17.13375742	2.855626237	0.8596291536
12.5	s04	1	6.451185521	14.78651824	2.464419706	0.7418642534
12.5	s02	1	6.165339148	13.83695714	2.306159523	0.6942231913
12.5	s07	1	6.145587616	13.77134397	2.295223995	0.6909312694
12.5	s10	1	6.072738874	13.52934569	2.254890948	0.6787898124
12.5	s09	1	5.688901445	12.25426535	2.042377558	0.6148169075
12.5	s11	1	5.63537354	12.0764495	2.012741583	0.60589559
12.5	s06	1	5.407660366	11.32000271	1.886667118	0.5679433944
12.5	s01	1	5.370590401	11.19685895	1.866143158	0.5617650668
12.5	s08	1	4.84384392	9.447045015	1.574507502	0.4739739866
12.6	s12	2	10.78710215	29.19012151	4.865020252	1.464517025
12.6	s03	2	9.272804422	24.15973334	4.026622223	1.21213407
12.6	s05	2	7.569379255	18.50107742	3.083512903	0.9282298758
12.6	s09	2	6.959239476	16.47423694	2.745706157	0.8265399126
12.6	s10	2	6.43821737	14.74343897	2.457239829	0.739702895
12.6	s04	2	5.903686	12.9677642	2.161294033	0.6506143333
12.6	s02	2	5.754268047	12.4714085	2.078568083	0.6257113412
12.6	s06	2	5.488116639	11.58727266	1.93121211	0.5813527732
12.6	s01	2	4.778708272	9.230669077	1.538444846	0.4631180454
12.6	s11	2	4.737246972	9.09293762	1.515489603	0.4562078287
14.1	s12	3	7.694422377	18.91646168	3.152743613	0.9490703961
14.1	s04	3	6.694247488	15.59395261	2.598992102	0.7823745813
14.1	s10	3	6.690627957	15.58192879	2.596988132	0.7817713262
14.1	s01	3	6.522124107	15.02217112	2.503695186	0.7536873511
14.1	s02	3	6.519035406	15.01191068	2.501985113	0.7531725677
14.1	s03	3	6.422763592	14.69210263	2.448683772	0.7371272654
14.1	s07	3	6.210193739	13.98596087	2.330993478	0.7016989565
14.1	s09	3	6.00804463	13.31443606	2.219072677	0.6680074384
14.1	s06	3	5.611188587	11.99610882	1.99935147	0.6018647644
14.1	s11	3	5.422549981	11.36946494	1.894910823	0.5704249969
14.1	s08	3	5.384161304	11.24194051	1.873656752	0.5640268841
14.3	s12	1	9.486886606	24.87089896	4.145149827	1.247814434
14.3	s05	1	7.627500404	18.6941517	3.11569195	0.9379167341
14.3	s01	1	7.062089811	16.81589836	2.802649727	0.8436816352
14.3	s10	1	6.699582118	15.61167387	2.601945645	0.7832636863
14.3	s07	1	6.510393034	14.98320134	2.497200223	0.7517321723
14.3	s02	1	6.195771649	13.93805172	2.32300862	0.6992952748
14.3	s04	1	5.941752661	13.09421891	2.182369818	0.6569587768
14.3	s11	1	5.850075291	12.78967328	2.131612213	0.6416792152
14.3	s03	1	5.229553028	10.72834294	1.788057156	0.538258838
14.3	s06	1	5.065890179	10.18466672	1.697444454	0.5109816965
14.3	s08	1	4.940159005	9.766996802	1.6278328	0.4900265008
14.3	s09	1	4.644740094	8.785636424	1.464272737	0.4407900157
14.4	s12	1	10.40546333	27.9223448	4.653724133	1.400910556
14.4	s03	1	9.878487053	26.17176749	4.361961248	1.313081176
14.4	s01	1	8.605842324	21.94413321	3.657355535	1.100973721
14.4	s05	1	7.608122559	18.62977989	3.104963315	0.9346870932
14.4	s04	1	7.207067929	17.29750525	2.882917541	0.8678446549
14.4	s02	1	6.96795715	16.50319643	2.750532739	0.8279928584
14.4	s10	1	6.796967113	15.93517982	2.655863304	0.7994945188
14.4	s11	1	6.212681243	13.99422418	2.332370696	0.7021135406
14.4	s06	1	6.069993123	13.5202245	2.25337075	0.6783321872
14.4	s09	1	5.998266287	13.28195311	2.213658852	0.6663777145
14.4	s08	1	5.769933084	12.52344663	2.087241105	0.6283221806
14.4	s07	1	5.756257203	12.47801633	2.079669389	0.6260428672
14.5	s05	1	7.626502124	18.69083548	3.115139247	0.937750354
14.5	s01	1	7.467055356	18.16116478	3.026860797	0.9111758927
14.5	s04	1	6.722751074	15.68863948	2.614773246	0.787125179
14.5	s02	1	6.688829476	15.57595437	2.595992395	0.7814715794
14.5	s03	1	6.554047441	15.12821814	2.52136969	0.7590079069
14.5	s07	1	6.336098005	14.40420578	2.400700964	0.7226830008
14.5	s06	1	5.910673049	12.99097467	2.165162445	0.6517788414
14.5	s10	1	5.81276138	12.66571915	2.110953191	0.63546023
14.5	s11	1	5.650352804	12.12620954	2.021034923	0.608392134
14.5	s08	1	4.752915129	9.14498611	1.524164352	0.4588191881
14.5	s09	1	4.434989549	8.088860193	1.348143365	0.4058315915
14.6	s12	2	10.3886053	27.86634363	4.644390604	1.398100883
14.6	s03	2	9.566573075	25.13561168	4.189268613	1.261095513
14.6	s05	2	6.825291615	16.02927178	2.671545297	0.8042152692
14.6	s02	2	6.684934631	15.56301597	2.593835995	0.7808224384
14.6	s08	2	6.61024344	15.31489721	2.552482868	0.7683739067
14.6	s10	2	6.059369691	13.48493423	2.247489038	0.6765616152
14.6	s06	2	6.037698327	13.41294351	2.235490585	0.6729497212
14.6	s11	2	5.388325403	11.25577335	1.875962225	0.5647209005
14.6	s04	2	4.813043665	9.344728781	1.557454797	0.4688406108
14.6	s07	2	4.718775746	9.031577533	1.505262922	0.4531292909
14.6	s09	2	4.398229635	7.966746402	1.327791067	0.3997049391
15.2	s12	3	8.825315544	22.67320746	3.77886791	1.137552591
15.2	s08	3	7.672013734	18.84202178	3.140336963	0.9453356223
15.2	s03	3	7.130460127	17.04301964	2.840503273	0.8550766878
15.2	s05	3	7.045729518	16.76155064	2.793591774	0.8409549196
15.2	s02	3	6.900837507	16.2802298	2.713371634	0.8168062512
15.2	s09	3	6.825354752	16.02948152	2.671580253	0.804225792
15.2	s11	3	6.801312542	15.94961502	2.658269171	0.800218757
15.2	s10	3	6.599948571	15.28069839	2.546783065	0.7666580951
15.2	s01	3	5.818069839	12.68335347	2.113892244	0.6363449731
15.2	s07	3	5.359500494	11.16001908	1.860003179	0.559916749
15.2	s06	3	5.106466685	10.31945896	1.719909826	0.5177444475
15.2	s04	3	4.622941296	8.713222384	1.452203731	0.4371568827
15.5	s12	1	7.506351872	18.29170498	3.048617497	0.917725312
15.5	s05	1	7.128904924	17.03785336	2.839642227	0.8548174873
15.5	s04	1	6.136144868	13.73997584	2.289995973	0.6893574779
15.5	s03	1	5.849693089	12.78840363	2.131400605	0.6416155148
15.5	s02	1	5.77802377	12.5503233	2.091720551	0.6296706283
15.5	s01	1	5.578639853	11.88798427	1.981330712	0.5964399756
15.5	s11	1	5.572915944	11.86896985	1.978161642	0.5954859906
15.5	s10	1	5.415423203	11.3457903	1.890965049	0.5692372006
15.5	s06	1	5.381885111	11.23437916	1.872396527	0.5636475185
15.5	s08	1	4.219154845	7.371872827	1.228645471	0.3698591409
15.5	s07	1	3.694570457	5.629241209	0.9382068682	0.2824284095
16.3	s12	3	8.089623569	20.22929162	3.371548604	1.014937262
16.3	s05	3	7.305112352	17.62320177	2.937200295	0.8841853921
16.3	s07	3	6.579663347	15.21331234	2.535552056	0.7632772245
16.3	s02	3	6.55437185	15.1292958	2.5215493	0.7590619749
16.3	s10	3	6.539278377	15.07915637	2.513192729	0.7565463962
16.3	s04	3	6.474001747	14.8623121	2.477052017	0.7456669578
16.3	s08	3	6.307201134	14.30821246	2.384702076	0.7178668556
16.3	s03	3	6.160302763	13.82022663	2.303371105	0.6933837939
16.3	s06	3	5.746477385	12.44552848	2.074254747	0.6244128975
16.3	s11	3	5.237477141	10.75466627	1.792444378	0.5395795234
16.3	s01	3	4.316081875	7.693857452	1.282309575	0.3860136459
17.2	s12	2	8.628547295	22.01955749	3.669926248	1.104757883
17.2	s09	2	6.417431643	14.67439028	2.445731714	0.7362386072
17.2	s10	2	6.380230022	14.55080917	2.425134862	0.7300383371
17.2	s03	2	6.146432148	13.77414945	2.295691574	0.6910720247
17.2	s02	2	5.931526594	13.06024865	2.176708108	0.6552544323
17.2	s05	2	5.893788281	12.93488469	2.155814115	0.6489647136
17.2	s01	2	5.054039296	10.14529894	1.690883157	0.5090065494
17.2	s06	2	4.918456312	9.694902017	1.615817003	0.4864093854
17.2	s04	2	4.542064446	8.444555303	1.407425884	0.4236774077
17.2	s07	2	3.83024162	6.079931058	1.013321843	0.30504027
17.2	s08	2	3.144480844	3.801883071	0.6336471785	0.1907468074
17.5	s05	1	7.89562891	19.58485531	3.264142552	0.9826048183
17.5	s12	1	6.671299666	15.5177216	2.586286934	0.7785499444
17.5	s03	1	5.528492972	11.72139994	1.953566656	0.588082162
17.5	s07	1	5.287453899	10.92068547	1.820114245	0.5479089832
17.5	s09	1	5.145653466	10.44963463	1.741605771	0.5242755777
17.5	s10	1	5.095052728	10.28154261	1.713590435	0.5158421213
17.5	s02	1	5.005660689	9.984588686	1.664098114	0.5009434481
17.5	s04	1	4.890707079	9.60272106	1.60045351	0.4817845132
17.5	s11	1	4.289579251	7.605817638	1.267636273	0.3815965418
17.5	s06	1	4.235119658	7.424906787	1.237484465	0.372519943
17.5	s08	1	3.722964112	5.72356289	0.9539271483	0.2871606853
17.5	s01	1	3.34920696	4.481968507	0.7469947512	0.2248678267
17.6	s12	3	7.883450004	19.54439786	3.257399644	0.9805750007
17.6	s05	3	6.663483088	15.49175549	2.581959249	0.7772471814
17.6	s10	3	6.223783249	14.03110424	2.338517374	0.7039638749
17.6	s09	3	6.206116529	13.97241667	2.328736111	0.7010194215
17.6	s03	3	6.043275974	13.43147205	2.238578676	0.673879329
17.6	s07	3	5.856175919	12.80993912	2.134989854	0.6426959865
17.6	s02	3	5.253814548	10.80893796	1.80148966	0.5423024246
17.6	s06	3	5.024811562	10.04820651	1.674701085	0.5041352603
17.6	s04	3	4.983197914	9.909968965	1.651661494	0.4971996524
17.6	s01	3	4.917799313	9.692719514	1.615453252	0.4862998855
17.6	s08	3	4.908763056	9.662701718	1.610450286	0.4847938427
17.6	s11	3	4.682737044	8.911859558	1.485309926	0.4471228407
18.1	s05	2	8.188131304	20.55652723	3.426087872	1.031355217
18.1	s12	2	7.974296538	19.84618352	3.307697253	0.9957160897
18.1	s08	2	5.72258181	12.3661491	2.06102485	0.6204303017
18.1	s01	2	5.462180905	11.50111602	1.91685267	0.5770301508
18.1	s03	2	4.749899349	9.134967904	1.522494651	0.4583165581
18.1	s02	2	4.564841956	8.520220552	1.420036759	0.4274736593
18.1	s06	2	4.350431503	7.807964445	1.301327408	0.3917385838
18.1	s11	2	3.442091973	4.790525839	0.7984209732	0.2403486621
18.2	s05	1	7.218020965	17.33389044	2.888981741	0.8696701609
18.2	s12	1	6.559551708	15.14650292	2.524417153	0.7599252846
18.2	s01	1	6.31820937	14.34478103	2.390796838	0.7197015617
18.2	s10	1	6.054819105	13.4698175	2.244969584	0.6758031842
18.2	s02	1	5.91847009	13.01687588	2.169479314	0.6530783484
18.2	s03	1	5.781354595	12.56138806	2.093564677	0.6302257658
18.2	s04	1	5.53847488	11.75455912	1.959093186	0.5897458133
18.2	s07	1	5.492310671	11.60120494	1.933534156	0.5820517786
18.2	s11	1	5.003250944	9.976583686	1.662763948	0.5005418239
18.2	s09	1	4.691425424	8.940721731	1.490120289	0.448570904
18.2	s06	1	4.29573506	7.626266793	1.271044466	0.3826225099
18.3	s02	1	7.427806302	18.03078225	3.005130375	0.9046343837
18.3	s05	1	7.278633351	17.53524043	2.922540072	0.8797722252
18.3	s12	1	6.5101155	14.98227939	2.497046565	0.7516859166
18.3	s08	1	6.499580549	14.94728304	2.49121384	0.7499300915
18.3	s03	1	6.363381299	14.49483892	2.415806487	0.7272302164
18.3	s10	1	5.883939473	12.90216765	2.150361275	0.6473232454
18.3	s07	1	5.470638098	11.5292102	1.921535034	0.578439683
18.3	s11	1	5.255848149	10.81569344	1.802615573	0.5426413581
18.3	s04	1	5.210732745	10.66582331	1.777637218	0.5351221241
18.3	s06	1	4.43855786	8.100713865	1.350118977	0.4064263099
18.4	s05	3	7.532638583	18.37902755	3.063171258	0.9221064304
18.4	s04	3	6.824178154	16.02557295	2.670928824	0.8040296924
18.4	s10	3	6.635011491	15.39717489	2.566195816	0.7725019152
18.4	s03	3	6.143278756	13.7636741	2.293945684	0.6905464593
18.4	s02	3	6.019506479	13.3525115	2.225418583	0.6699177465
18.4	s12	3	5.800446305	12.62480935	2.104134892	0.6334077175
18.4	s01	3	5.72399801	12.37085361	2.061808936	0.620666335
18.4	s11	3	5.583935862	11.90557723	1.984262872	0.5973226437
18.4	s07	3	5.483284384	11.57122026	1.928536709	0.5805473973
18.4	s09	3	5.035583216	10.08398917	1.680664862	0.505930536
18.4	s08	3	4.656521623	8.824773815	1.470795636	0.4427536039
18.4	s06	3	4.584073206	8.584105382	1.43068423	0.4306788677
18.5	s12	3	7.325573421	17.69117197	2.948528661	0.8875955701
18.5	s05	3	7.183812464	17.22025226	2.870042044	0.863968744
18.5	s03	3	6.455966521	14.80240038	2.467066729	0.7426610868
18.5	s04	3	6.027525993	13.37915175	2.229858625	0.6712543322
18.5	s10	3	5.548899783	11.78918989	1.964864982	0.5914832972
18.5	s01	3	5.236093304	10.75006927	1.791678211	0.5393488841
18.5	s06	3	4.981819801	9.905390972	1.650898495	0.4969699669
18.5	s09	3	4.605101437	8.653959655	1.442326609	0.4341835729
18.5	s07	3	4.428085747	8.06592626	1.344321043	0.4046809578
18.6	s12	2	8.477622998	21.51819782	3.586366304	1.079603833
18.6	s05	2	6.60394101	15.29396099	2.548993498	0.7673235016
18.6	s04	2	6.500312917	14.94971592	2.491619319	0.7500521529
18.6	s02	2	5.397251199	11.2854242	1.880904034	0.5662085331
18.6	s01	2	5.390114671	11.26171717	1.876952862	0.5650191119
18.6	s10	2	5.320370247	11.03003121	1.838338535	0.5533950411
18.6	s06	2	5.293547094	10.94092662	1.823487771	0.5489245157
18.6	s03	2	5.263171674	10.84002166	1.806670277	0.5438619457
18.6	s07	2	4.812094096	9.341574382	1.556929064	0.4686823493
18.6	s11	2	4.531283528	8.408741869	1.401456978	0.4218805881
18.6	s09	2	4.197454311	7.299785212	1.216630869	0.3662423851
18.7	s12	1	8.263501347	20.8069011	3.467816849	1.043916891
18.7	s05	1	7.007509602	16.63458683	2.772431139	0.8345849336
18.7	s06	1	5.880439592	12.8905413	2.14842355	0.646739932
18.7	s04	1	5.785714013	12.57586974	2.09597829	0.6309523354
18.7	s03	1	5.52839117	11.72106176	1.953510293	0.588065195
18.7	s02	1	5.475997215	11.54701281	1.924502134	0.5793328692
18.7	s11	1	5.328328827	11.05646904	1.84274484	0.5547214712
18.7	s10	1	5.155453795	10.48219062	1.747031769	0.5259089659
18.7	s01	1	5.087600789	10.25678781	1.709464634	0.5146001315
18.7	s07	1	4.72714232	9.059370692	1.509895115	0.45452372
18.7	s08	1	4.330260613	7.740958198	1.2901597	0.3883767688
22.1	s03	3	7.922868589	19.67534357	3.279223928	0.9871447648
22.1	s01	3	6.405346329	14.63424374	2.439040623	0.7342243881
22.1	s05	3	5.769794449	12.52298609	2.087164349	0.6282990748
22.1	s12	3	5.745722979	12.4430224	2.073837067	0.6242871632
22.1	s04	3	5.563023915	11.83610925	1.972684874	0.5938373191
22.1	s10	3	5.554097156	11.80645519	1.967742532	0.592349526
22.1	s08	3	5.525090307	11.71009653	1.951682755	0.5875150512
22.1	s06	3	5.229117945	10.72689762	1.78781627	0.5381863241
22.1	s09	3	5.104996823	10.31457618	1.71909603	0.5174994705
22.1	s07	3	4.352548394	7.814996604	1.302499434	0.392091399
22.1	s11	3	3.74860515	5.808740575	0.9681234291	0.2914341917
22.3	s03	3	6.878840371	16.2071569	2.701192817	0.8131400619
22.3	s05	3	6.522963909	15.02496088	2.504160147	0.7538273182
22.3	s01	3	6.425679299	14.7017884	2.450298067	0.7376132165
22.3	s04	3	5.989883483	13.25410604	2.209017673	0.6649805806
22.3	s12	3	5.916234603	13.00944975	2.168241625	0.6527057671
22.3	s10	3	5.802353815	12.63114596	2.105190994	0.6337256358
22.3	s08	3	5.514177209	11.673844	1.945640667	0.5856962016
22.3	s11	3	5.409795079	11.32709407	1.887849012	0.5682991799
22.3	s07	3	5.376291382	11.2157972	1.869299533	0.5627152303
22.3	s09	3	5.038315298	10.09306495	1.682177491	0.506385883
22.3	s06	3	4.653408935	8.814433688	1.469072281	0.4422348225
22.4	s12	3	8.846799243	22.74457476	3.790762461	1.141133207
22.4	s02	3	6.198206336	13.94613958	2.324356596	0.699701056
22.4	s05	3	5.999753662	13.28689406	2.214482344	0.6666256103
22.4	s03	3	5.827636613	12.7151336	2.119188934	0.6379394356
22.4	s10	3	5.703385236	12.30237946	2.050396577	0.6172308726
22.4	s06	3	5.699056872	12.28800095	2.048000158	0.6165094787
22.4	s07	3	5.670907353	12.19449027	2.032415045	0.6118178921
22.4	s01	3	5.30429948	10.97664528	1.82944088	0.55071658
22.4	s09	3	5.249109821	10.7933092	1.798884866	0.5415183035
22.4	s04	3	4.950781977	9.802285552	1.633714259	0.4917969962
22.4	s11	3	4.943224307	9.777179515	1.629529919	0.4905373845
22.4	s08	3	3.94379903	6.457160607	1.076193435	0.3239665049
22.5	s05	1	7.540607512	18.40549976	3.067583293	0.9234345854
22.5	s12	1	7.453927607	18.11755534	3.019592557	0.9089879345
22.5	s01	1	7.13792981	17.06783339	2.844638898	0.8563216351
22.5	s03	1	6.917587114	16.33587079	2.722645132	0.8195978524
22.5	s02	1	6.719499123	15.67783673	2.612972789	0.7865831872
22.5	s04	1	6.652001457	15.45361434	2.57560239	0.7753335762
22.5	s06	1	5.877077405	12.87937236	2.14656206	0.6461795675
22.5	s08	1	5.561604688	11.83139468	1.971899113	0.5936007814
22.5	s11	1	5.429902034	11.39388793	1.898981322	0.571650339
22.5	s09	1	5.134067332	10.41114632	1.735191053	0.5223445553
22.5	s07	1	4.892967089	9.610228649	1.601704775	0.4821611814
22.5	s10	1	4.761619309	9.173900771	1.528983462	0.4602698849
22.6	s03	2	9.465675204	24.80043621	4.133406035	1.244279201
