"contr.y"	"contr.x"	"contr"	"pearson"	"spearman"	"dna_dist"	"count.x"	"count.y"
"30"	"Sphingomonas10"	"Sphingomonas19"	"Sphingomonas19_Sphingomonas10"	0.915168751638127	0.865348792341664	0.00413223140495868	683	1432
"31"	"Sphingomonas10"	"Sphingomonas13"	"Sphingomonas13_Sphingomonas10"	0.916671675195736	0.884789509413583	0.00413223140495868	1216	1432
"32"	"Sphingomonas10"	"Sphingomonas25"	"Sphingomonas25_Sphingomonas10"	0.895078391501652	0.854422503514511	0.00413223140495868	497	1432
"33"	"Sphingomonas10"	"Sphingomonas17"	"Sphingomonas17_Sphingomonas10"	0.900164187813189	0.873020059730131	0.00413223140495868	783	1432
"34"	"Sphingomonas10"	"Sphingomonas23"	"Sphingomonas23_Sphingomonas10"	0.88745436756052	0.859090224255476	0.00413223140495868	507	1432
"35"	"Sphingomonas10"	"Sphingomonas18"	"Sphingomonas18_Sphingomonas10"	0.893804253261566	0.868907577691119	0.00413223140495868	683	1432
"36"	"Sphingomonas10"	"Sphingomonas14"	"Sphingomonas14_Sphingomonas10"	0.92801677511413	0.912888914646164	0.00413223140495868	982	1432
"37"	"Sphingomonas10"	"Sphingomonas15"	"Sphingomonas15_Sphingomonas10"	0.850787201783804	0.823623665913169	0.00413223140495868	878	1432
"38"	"Sphingomonas10"	"Sphingomonas26"	"Sphingomonas26_Sphingomonas10"	0.858664183869728	0.827530346740718	0.00413223140495868	483	1432
"39"	"Sphingomonas10"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas10"	0.894490266182132	0.849856198764251	0.00413223140495868	612	1432
"40"	"Sphingomonas12"	"Sphingomonas27"	"Sphingomonas27_Sphingomonas12"	0.89982960621841	0.848147820851106	0.00413223140495868	475	1293
"41"	"Sphingomonas15"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas15"	0.835756658796334	0.749537983530277	0.00413223140495868	612	878
"42"	"Pseudomonas1"	"Pseudomonas34"	"Pseudomonas34_Pseudomonas1"	0.586029153634147	0.661027657419222	0.00413223140495868	443	222945
"43"	"Pseudomonas1"	"Pseudomonas17"	"Pseudomonas17_Pseudomonas1"	0.861786654788285	0.886813709535663	0.00413223140495868	1125	222945
"44"	"Pseudomonas1"	"Pseudomonas32"	"Pseudomonas32_Pseudomonas1"	0.769874754050099	0.810248276548953	0.00413223140495868	542	222945
"45"	"Pseudomonas1"	"Pseudomonas4"	"Pseudomonas4_Pseudomonas1"	0.627006517372992	0.718723374703385	0.00413223140495868	18924	222945
"46"	"Pseudomonas1"	"Pseudomonas31"	"Pseudomonas31_Pseudomonas1"	0.791578890932156	0.814440521617681	0.00413223140495868	524	222945
"47"	"Pseudomonas1"	"Pseudomonas8"	"Pseudomonas8_Pseudomonas1"	0.902935489085257	0.917180301281021	0.00413223140495868	2542	222945
"48"	"Pseudomonas1"	"Pseudomonas36"	"Pseudomonas36_Pseudomonas1"	0.732516324911722	0.75990892133502	0.00413223140495868	456	222945
"49"	"Pseudomonas1"	"Pseudomonas33"	"Pseudomonas33_Pseudomonas1"	0.635283639889621	0.693507247222425	0.00413223140495868	231	222945
"50"	"Pseudomonas1"	"Pseudomonas28"	"Pseudomonas28_Pseudomonas1"	0.83842555685676	0.859609680539206	0.00413223140495868	780	222945
"51"	"Pseudomonas1"	"Pseudomonas14"	"Pseudomonas14_Pseudomonas1"	0.876427676285619	0.888518195767475	0.00413223140495868	1629	222945
"52"	"Pseudomonas1"	"Pseudomonas18"	"Pseudomonas18_Pseudomonas1"	0.853134322372667	0.878933036206615	0.00413223140495868	1060	222945
"53"	"Pseudomonas1"	"Pseudomonas15"	"Pseudomonas15_Pseudomonas1"	0.878677259000493	0.906974342348424	0.00413223140495868	1312	222945
"54"	"Pseudomonas1"	"Pseudomonas38"	"Pseudomonas38_Pseudomonas1"	0.772257648455818	0.782369468993341	0.00413223140495868	405	222945
"55"	"Pseudomonas1"	"Pseudomonas29"	"Pseudomonas29_Pseudomonas1"	0.806452391411181	0.843002858669594	0.00413223140495868	704	222945
"56"	"Pseudomonas1"	"Pseudomonas19"	"Pseudomonas19_Pseudomonas1"	0.865561968656128	0.894001214611133	0.00413223140495868	1070	222945
"57"	"Pseudomonas1"	"Pseudomonas22"	"Pseudomonas22_Pseudomonas1"	0.853041570849479	0.886681857004237	0.00413223140495868	976	222945
"58"	"Pseudomonas1"	"Pseudomonas16"	"Pseudomonas16_Pseudomonas1"	0.864418536466102	0.877222784545522	0.00413223140495868	1216	222945
"59"	"Pseudomonas1"	"Pseudomonas23"	"Pseudomonas23_Pseudomonas1"	0.846434589016299	0.882538308127309	0.00413223140495868	968	222945
"60"	"Pseudomonas1"	"Pseudomonas41"	"Pseudomonas41_Pseudomonas1"	0.515724322171912	0.56104270221344	0.00413223140495868	364	222945
"61"	"Pseudomonas1"	"Pseudomonas39"	"Pseudomonas39_Pseudomonas1"	0.658887858999027	0.703429899961333	0.00413223140495868	233	222945
"62"	"Pseudomonas1"	"Pseudomonas21"	"Pseudomonas21_Pseudomonas1"	0.852859486241521	0.8781370253996	0.00413223140495868	990	222945
"63"	"Pseudomonas1"	"Pseudomonas25"	"Pseudomonas25_Pseudomonas1"	0.527911281251392	0.635698445798325	0.00413223140495868	417	222945
"64"	"Pseudomonas2"	"Pseudomonas35"	"Pseudomonas35_Pseudomonas2"	0.797651217883738	0.427926152710586	0.00413223140495868	229	29574
"65"	"Pseudomonas2"	"Pseudomonas27"	"Pseudomonas27_Pseudomonas2"	0.880986640038041	0.555363374362078	0.00413223140495868	291	29574
"66"	"Pseudomonas4"	"Pseudomonas35"	"Pseudomonas35_Pseudomonas4"	0.571280429097962	0.44330390008802	0.00413223140495868	229	18924
"67"	"Pseudomonas5"	"Pseudomonas9"	"Pseudomonas9_Pseudomonas5"	0.736020645640323	0.586450900497233	0.00413223140495868	985	11645
"68"	"Pseudomonas6"	"Pseudomonas40"	"Pseudomonas40_Pseudomonas6"	0.872356887902034	0.661487178914755	0.00413223140495868	135	1997
"69"	"Pseudomonas6"	"Pseudomonas20"	"Pseudomonas20_Pseudomonas6"	0.485942928584149	0.382382454008078	0.00413223140495868	85	1997
"70"	"Pseudomonas7"	"Pseudomonas9"	"Pseudomonas9_Pseudomonas7"	0.190301799270318	0.128392525158178	0.00413223140495868	985	21
"71"	"Pseudomonas9"	"Pseudomonas10"	"Pseudomonas10_Pseudomonas9"	0.468055837619797	0.473592963343432	0.00413223140495868	252	985
"72"	"Pseudomonas19"	"Pseudomonas26"	"Pseudomonas26_Pseudomonas19"	0.690526208265274	0.731603427009762	0.00413223140495868	1283	1070
"73"	"Pseudomonas22"	"Pseudomonas38"	"Pseudomonas38_Pseudomonas22"	0.902196581438432	0.808780121644386	0.00413223140495868	405	976
"74"	"Pseudomonas27"	"Pseudomonas39"	"Pseudomonas39_Pseudomonas27"	0.524780485839511	0.456259279122069	0.00413223140495868	233	291
"75"	"Pseudomonas33"	"Pseudomonas34"	"Pseudomonas34_Pseudomonas33"	0.41080259287926	0.460277495880342	0.00413223140495868	443	231
"76"	"Pseudomonas33"	"Pseudomonas41"	"Pseudomonas41_Pseudomonas33"	0.478565399917904	0.470350557032663	0.00413223140495868	364	231
"77"	"Pseudomonas34"	"Pseudomonas41"	"Pseudomonas41_Pseudomonas34"	0.325237092654863	0.352602206697996	0.00413223140495868	364	443
"78"	"Acetobacteraceae1"	"Acetobacteraceae3"	"Acetobacteraceae3_Acetobacteraceae1"	-0.0134699933864999	-0.0150732027678205	0.00413223140495868	1	14
"79"	"Massilia1"	"Massilia8"	"Massilia8_Massilia1"	0.820562858953442	0.797403402999478	0.00413223140495868	444	30403
"80"	"Massilia1"	"Massilia7"	"Massilia7_Massilia1"	0.823965921400934	0.803433335168525	0.00413223140495868	454	30403
"81"	"Massilia2"	"Massilia6"	"Massilia6_Massilia2"	0.876830028274846	0.848078641031183	0.00413223140495868	853	48338
"82"	"Massilia3"	"Massilia4"	"Massilia4_Massilia3"	0.435254066104634	0.336101919918123	0.00413223140495868	106	3910
"83"	"Microbacteriaceae1"	"Microbacteriaceae5"	"Microbacteriaceae5_Microbacteriaceae1"	0.828579932518553	0.700792559573139	0.00413223140495868	709	18604
"84"	"Microbacteriaceae4"	"Microbacteriaceae5"	"Microbacteriaceae5_Microbacteriaceae4"	0.744095113161088	0.670306133780156	0.00413223140495868	709	2624
"85"	"Rhizobium2"	"Rhizobium3"	"Rhizobium3_Rhizobium2"	0.212194785712885	0.284899154029318	0.00413223140495868	169	159
"86"	"Hymenobacter2"	"Hymenobacter3"	"Hymenobacter3_Hymenobacter2"	0.494206140427551	0.519382709705933	0.00413223140495868	2260	1267
"87"	"Sphingomonas3"	"Sphingomonas6"	"Sphingomonas6_Sphingomonas3"	0.94885304078443	0.943795037216855	0.00826446280991736	1820	10994
"88"	"Sphingomonas3"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas3"	0.857556820409666	0.857821318265257	0.00826446280991736	612	10994
"89"	"Sphingomonas3"	"Sphingomonas14"	"Sphingomonas14_Sphingomonas3"	0.904577808641177	0.904444993406273	0.00826446280991736	982	10994
"90"	"Sphingomonas3"	"Sphingomonas8"	"Sphingomonas8_Sphingomonas3"	0.941488112201256	0.935638017036729	0.00826446280991736	1754	10994
"91"	"Sphingomonas3"	"Sphingomonas13"	"Sphingomonas13_Sphingomonas3"	0.9132974173326	0.910692518145356	0.00826446280991736	1216	10994
"92"	"Sphingomonas3"	"Sphingomonas12"	"Sphingomonas12_Sphingomonas3"	0.908640615276816	0.893492366937334	0.00826446280991736	1293	10994
"93"	"Sphingomonas3"	"Sphingomonas7"	"Sphingomonas7_Sphingomonas3"	0.887981940148898	0.888803852548329	0.00826446280991736	1315	10994
"94"	"Sphingomonas3"	"Sphingomonas25"	"Sphingomonas25_Sphingomonas3"	0.865878385883329	0.865997437133645	0.00826446280991736	497	10994
"95"	"Sphingomonas3"	"Sphingomonas27"	"Sphingomonas27_Sphingomonas3"	0.877799429225081	0.882168785324693	0.00826446280991736	475	10994
"96"	"Sphingomonas3"	"Sphingomonas17"	"Sphingomonas17_Sphingomonas3"	0.878228749264212	0.871607281507771	0.00826446280991736	783	10994
"97"	"Sphingomonas3"	"Sphingomonas18"	"Sphingomonas18_Sphingomonas3"	0.875794419265612	0.882938651584427	0.00826446280991736	683	10994
"98"	"Sphingomonas3"	"Sphingomonas23"	"Sphingomonas23_Sphingomonas3"	0.85090889009541	0.846982938873091	0.00826446280991736	507	10994
"99"	"Sphingomonas3"	"Sphingomonas15"	"Sphingomonas15_Sphingomonas3"	0.845882842159902	0.841367212272526	0.00826446280991736	878	10994
"100"	"Sphingomonas3"	"Sphingomonas26"	"Sphingomonas26_Sphingomonas3"	0.819549833692827	0.833265931545827	0.00826446280991736	483	10994
"101"	"Sphingomonas3"	"Sphingomonas4"	"Sphingomonas4_Sphingomonas3"	0.975191908887355	0.972351131840983	0.00826446280991736	6140	10994
"102"	"Sphingomonas3"	"Sphingomonas19"	"Sphingomonas19_Sphingomonas3"	0.880610830765335	0.867249440052558	0.00826446280991736	683	10994
"103"	"Sphingomonas3"	"Sphingomonas11"	"Sphingomonas11_Sphingomonas3"	0.904362933492472	0.902963852201494	0.00826446280991736	1129	10994
"104"	"Sphingomonas4"	"Sphingomonas11"	"Sphingomonas11_Sphingomonas4"	0.92012623132919	0.905701996182166	0.00826446280991736	1129	6140
"105"	"Sphingomonas4"	"Sphingomonas7"	"Sphingomonas7_Sphingomonas4"	0.901704423846551	0.898616019843657	0.00826446280991736	1315	6140
"106"	"Sphingomonas4"	"Sphingomonas12"	"Sphingomonas12_Sphingomonas4"	0.93087138053009	0.902370492139731	0.00826446280991736	1293	6140
"107"	"Sphingomonas4"	"Sphingomonas14"	"Sphingomonas14_Sphingomonas4"	0.914221554451214	0.900582126360427	0.00826446280991736	982	6140
"108"	"Sphingomonas4"	"Sphingomonas17"	"Sphingomonas17_Sphingomonas4"	0.88649987032813	0.870563426128759	0.00826446280991736	783	6140
"109"	"Sphingomonas4"	"Sphingomonas18"	"Sphingomonas18_Sphingomonas4"	0.89050926599614	0.88086556205805	0.00826446280991736	683	6140
"110"	"Sphingomonas4"	"Sphingomonas8"	"Sphingomonas8_Sphingomonas4"	0.952762408570047	0.939511999462296	0.00826446280991736	1754	6140
"111"	"Sphingomonas4"	"Sphingomonas15"	"Sphingomonas15_Sphingomonas4"	0.849259448092962	0.83390980628069	0.00826446280991736	878	6140
"112"	"Sphingomonas4"	"Sphingomonas25"	"Sphingomonas25_Sphingomonas4"	0.880812946928163	0.860795536974678	0.00826446280991736	497	6140
"113"	"Sphingomonas4"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas4"	0.869992896252784	0.846194245776387	0.00826446280991736	612	6140
"114"	"Sphingomonas4"	"Sphingomonas13"	"Sphingomonas13_Sphingomonas4"	0.910382602217477	0.885081014013097	0.00826446280991736	1216	6140
"115"	"Sphingomonas4"	"Sphingomonas19"	"Sphingomonas19_Sphingomonas4"	0.89916196319425	0.871368943985779	0.00826446280991736	683	6140
"116"	"Sphingomonas4"	"Sphingomonas23"	"Sphingomonas23_Sphingomonas4"	0.876937317366633	0.862213579640612	0.00826446280991736	507	6140
"117"	"Sphingomonas4"	"Sphingomonas27"	"Sphingomonas27_Sphingomonas4"	0.892392658453876	0.880592699188322	0.00826446280991736	475	6140
"118"	"Sphingomonas4"	"Sphingomonas6"	"Sphingomonas6_Sphingomonas4"	0.949578308365239	0.925262787099484	0.00826446280991736	1820	6140
"119"	"Sphingomonas6"	"Sphingomonas25"	"Sphingomonas25_Sphingomonas6"	0.903357697280902	0.870098482468324	0.00826446280991736	497	1820
"120"	"Sphingomonas6"	"Sphingomonas15"	"Sphingomonas15_Sphingomonas6"	0.863955521431185	0.831136118929075	0.00826446280991736	878	1820
"121"	"Sphingomonas6"	"Sphingomonas19"	"Sphingomonas19_Sphingomonas6"	0.89866295423289	0.84527910947949	0.00826446280991736	683	1820
"122"	"Sphingomonas6"	"Sphingomonas8"	"Sphingomonas8_Sphingomonas6"	0.944386850280849	0.912730598715892	0.00826446280991736	1754	1820
"123"	"Sphingomonas6"	"Sphingomonas27"	"Sphingomonas27_Sphingomonas6"	0.908644357183206	0.881850379148306	0.00826446280991736	475	1820
"124"	"Sphingomonas6"	"Sphingomonas17"	"Sphingomonas17_Sphingomonas6"	0.894286453993454	0.858063018139664	0.00826446280991736	783	1820
"125"	"Sphingomonas6"	"Sphingomonas7"	"Sphingomonas7_Sphingomonas6"	0.904320518213711	0.872009053770727	0.00826446280991736	1315	1820
"126"	"Sphingomonas6"	"Sphingomonas13"	"Sphingomonas13_Sphingomonas6"	0.930346761473838	0.894166406820703	0.00826446280991736	1216	1820
"127"	"Sphingomonas6"	"Sphingomonas11"	"Sphingomonas11_Sphingomonas6"	0.931579217114412	0.908078780722668	0.00826446280991736	1129	1820
"128"	"Sphingomonas6"	"Sphingomonas23"	"Sphingomonas23_Sphingomonas6"	0.888108470958837	0.84022817000032	0.00826446280991736	507	1820
"129"	"Sphingomonas6"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas6"	0.892883794230241	0.851328818868634	0.00826446280991736	612	1820
"130"	"Sphingomonas6"	"Sphingomonas18"	"Sphingomonas18_Sphingomonas6"	0.895580846560141	0.871466200748627	0.00826446280991736	683	1820
"131"	"Sphingomonas6"	"Sphingomonas26"	"Sphingomonas26_Sphingomonas6"	0.8660440294244	0.843029412359535	0.00826446280991736	483	1820
"132"	"Sphingomonas6"	"Sphingomonas12"	"Sphingomonas12_Sphingomonas6"	0.938340584627516	0.898865632264561	0.00826446280991736	1293	1820
"133"	"Sphingomonas6"	"Sphingomonas14"	"Sphingomonas14_Sphingomonas6"	0.930276228436039	0.904013012646032	0.00826446280991736	982	1820
"134"	"Sphingomonas7"	"Sphingomonas12"	"Sphingomonas12_Sphingomonas7"	0.902097362678924	0.861059650530484	0.00826446280991736	1293	1315
"135"	"Sphingomonas7"	"Sphingomonas8"	"Sphingomonas8_Sphingomonas7"	0.902116353192531	0.87410065542144	0.00826446280991736	1754	1315
"136"	"Sphingomonas7"	"Sphingomonas18"	"Sphingomonas18_Sphingomonas7"	0.850132303925306	0.805595393593467	0.00826446280991736	683	1315
"137"	"Sphingomonas7"	"Sphingomonas26"	"Sphingomonas26_Sphingomonas7"	0.862070650692088	0.835864302122651	0.00826446280991736	483	1315
"138"	"Sphingomonas7"	"Sphingomonas19"	"Sphingomonas19_Sphingomonas7"	0.891638760167621	0.836945269035867	0.00826446280991736	683	1315
"139"	"Sphingomonas7"	"Sphingomonas17"	"Sphingomonas17_Sphingomonas7"	0.861399498488235	0.828635393254743	0.00826446280991736	783	1315
"140"	"Sphingomonas7"	"Sphingomonas23"	"Sphingomonas23_Sphingomonas7"	0.883178009451605	0.835280214307571	0.00826446280991736	507	1315
"141"	"Sphingomonas7"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas7"	0.878598752605881	0.826973700789793	0.00826446280991736	612	1315
"142"	"Sphingomonas7"	"Sphingomonas11"	"Sphingomonas11_Sphingomonas7"	0.900098716214949	0.865456332373145	0.00826446280991736	1129	1315
"143"	"Sphingomonas7"	"Sphingomonas15"	"Sphingomonas15_Sphingomonas7"	0.859966915075447	0.811804009446036	0.00826446280991736	878	1315
"144"	"Sphingomonas7"	"Sphingomonas14"	"Sphingomonas14_Sphingomonas7"	0.909286259680443	0.889630916953151	0.00826446280991736	982	1315
"145"	"Sphingomonas7"	"Sphingomonas27"	"Sphingomonas27_Sphingomonas7"	0.890118079854181	0.858271344718236	0.00826446280991736	475	1315
"146"	"Sphingomonas7"	"Sphingomonas13"	"Sphingomonas13_Sphingomonas7"	0.891485303662863	0.862113188680516	0.00826446280991736	1216	1315
"147"	"Sphingomonas7"	"Sphingomonas25"	"Sphingomonas25_Sphingomonas7"	0.883123985885975	0.854278748775673	0.00826446280991736	497	1315
"148"	"Sphingomonas8"	"Sphingomonas26"	"Sphingomonas26_Sphingomonas8"	0.874762326974292	0.841933402442789	0.00826446280991736	483	1754
"149"	"Sphingomonas8"	"Sphingomonas17"	"Sphingomonas17_Sphingomonas8"	0.913173820547278	0.878083277294243	0.00826446280991736	783	1754
"150"	"Sphingomonas8"	"Sphingomonas12"	"Sphingomonas12_Sphingomonas8"	0.915475250679395	0.865725770470482	0.00826446280991736	1293	1754
"151"	"Sphingomonas8"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas8"	0.901378322089362	0.86790045228923	0.00826446280991736	612	1754
"152"	"Sphingomonas8"	"Sphingomonas11"	"Sphingomonas11_Sphingomonas8"	0.922138357888592	0.898860985746039	0.00826446280991736	1129	1754
"153"	"Sphingomonas8"	"Sphingomonas13"	"Sphingomonas13_Sphingomonas8"	0.912773381775982	0.874538051691966	0.00826446280991736	1216	1754
"154"	"Sphingomonas8"	"Sphingomonas23"	"Sphingomonas23_Sphingomonas8"	0.892466443934369	0.851220787231701	0.00826446280991736	507	1754
"155"	"Sphingomonas8"	"Sphingomonas19"	"Sphingomonas19_Sphingomonas8"	0.904539888375647	0.858658291073359	0.00826446280991736	683	1754
"156"	"Sphingomonas8"	"Sphingomonas15"	"Sphingomonas15_Sphingomonas8"	0.862718213317864	0.8269542379597	0.00826446280991736	878	1754
"157"	"Sphingomonas8"	"Sphingomonas27"	"Sphingomonas27_Sphingomonas8"	0.896450924342868	0.865726466735052	0.00826446280991736	475	1754
"158"	"Sphingomonas8"	"Sphingomonas14"	"Sphingomonas14_Sphingomonas8"	0.921901994985956	0.897209828411579	0.00826446280991736	982	1754
"159"	"Sphingomonas8"	"Sphingomonas18"	"Sphingomonas18_Sphingomonas8"	0.917847898491216	0.893107461688644	0.00826446280991736	683	1754
"160"	"Sphingomonas8"	"Sphingomonas25"	"Sphingomonas25_Sphingomonas8"	0.899478094402186	0.864667373753716	0.00826446280991736	497	1754
"161"	"Sphingomonas9"	"Sphingomonas21"	"Sphingomonas21_Sphingomonas9"	0.637359698495076	0.692028838400589	0.00826446280991736	886	2206
"162"	"Sphingomonas11"	"Sphingomonas19"	"Sphingomonas19_Sphingomonas11"	0.911664609744397	0.856629460478325	0.00826446280991736	683	1129
"163"	"Sphingomonas11"	"Sphingomonas15"	"Sphingomonas15_Sphingomonas11"	0.86582911072805	0.808913747696703	0.00826446280991736	878	1129
"164"	"Sphingomonas11"	"Sphingomonas27"	"Sphingomonas27_Sphingomonas11"	0.886440838982135	0.862243759311344	0.00826446280991736	475	1129
"165"	"Sphingomonas11"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas11"	0.900359507339855	0.843994403183535	0.00826446280991736	612	1129
"166"	"Sphingomonas11"	"Sphingomonas18"	"Sphingomonas18_Sphingomonas11"	0.898844497257548	0.869551181454113	0.00826446280991736	683	1129
"167"	"Sphingomonas11"	"Sphingomonas14"	"Sphingomonas14_Sphingomonas11"	0.904245957352585	0.876526711492203	0.00826446280991736	982	1129
"168"	"Sphingomonas11"	"Sphingomonas26"	"Sphingomonas26_Sphingomonas11"	0.881424509492275	0.860090581027094	0.00826446280991736	483	1129
"169"	"Sphingomonas11"	"Sphingomonas12"	"Sphingomonas12_Sphingomonas11"	0.918030179997371	0.866865026214802	0.00826446280991736	1293	1129
"170"	"Sphingomonas11"	"Sphingomonas23"	"Sphingomonas23_Sphingomonas11"	0.880839641652508	0.844099863212923	0.00826446280991736	507	1129
"171"	"Sphingomonas11"	"Sphingomonas25"	"Sphingomonas25_Sphingomonas11"	0.910669118626249	0.889261759727097	0.00826446280991736	497	1129
"172"	"Sphingomonas11"	"Sphingomonas13"	"Sphingomonas13_Sphingomonas11"	0.923338382257922	0.897313548308215	0.00826446280991736	1216	1129
"173"	"Sphingomonas11"	"Sphingomonas17"	"Sphingomonas17_Sphingomonas11"	0.899473799753574	0.868039026927953	0.00826446280991736	783	1129
"174"	"Sphingomonas12"	"Sphingomonas15"	"Sphingomonas15_Sphingomonas12"	0.836916365591317	0.773800906473771	0.00826446280991736	878	1293
"175"	"Sphingomonas12"	"Sphingomonas26"	"Sphingomonas26_Sphingomonas12"	0.882185656204274	0.843547382347127	0.00826446280991736	483	1293
"176"	"Sphingomonas12"	"Sphingomonas25"	"Sphingomonas25_Sphingomonas12"	0.897844779522951	0.855110062895489	0.00826446280991736	497	1293
"177"	"Sphingomonas12"	"Sphingomonas23"	"Sphingomonas23_Sphingomonas12"	0.893191928736281	0.842898919200582	0.00826446280991736	507	1293
"178"	"Sphingomonas12"	"Sphingomonas13"	"Sphingomonas13_Sphingomonas12"	0.925145762123189	0.877973137230374	0.00826446280991736	1216	1293
"179"	"Sphingomonas12"	"Sphingomonas22"	"Sphingomonas22_Sphingomonas12"	0.904091727404163	0.843026706965373	0.00826446280991736	612	1293
"180"	"Sphingomonas12"	"Sphingomonas18"	"Sphingomonas18_Sphingomonas12"	0.891175292036786	0.834289254306562	0.00826446280991736	683	1293
"181"	"Sphingomonas12"	"Sphingomonas17"	"Sphingomonas17_Sphingomonas12"	0.884126316146722	0.837456748262536	0.00826446280991736	783	1293
"182"	"Sphingomonas12"	"Sphingomonas14"	"Sphingomonas14_Sphingomonas12"	0.924116375463455	0.889911089529675	0.00826446280991736	982	1293
